,fname,cycle,sound,location,time
628,../set_a_cut/normal__201105151450_noiseS1_5.wav,5,noiseS1,159912,3626.122448979592
629,../set_a_cut/normal__201105151450_noiseS2_5.wav,5,noiseS2,174112,3948.1179138321995
630,../set_a_cut/normal__201105151450_noiseS1_6.wav,6,noiseS1,195965,4443.650793650793
631,../set_a_cut/normal__201105151450_noiseS2_6.wav,6,noiseS2,208723,4732.947845804989
632,../set_a_cut/normal__201105151450_noiseS1_7.wav,7,noiseS1,229855,5212.131519274377
633,../set_a_cut/normal__201105151450_noiseS2_7.wav,7,noiseS2,244776,5550.476190476191
634,../set_a_cut/normal__201105151450_noiseS1_8.wav,8,noiseS1,265907,6029.637188208617
635,../set_a_cut/normal__201105151450_noiseS2_8.wav,8,noiseS2,280503,6360.6122448979595
636,../set_a_cut/normal__201105151450_noiseS1_9.wav,9,noiseS1,301239,6830.816326530612
637,../set_a_cut/normal__201105151450_noiseS2_9.wav,9,noiseS2,316160,7169.160997732426
638,../set_a_cut/normal__201106111136_noiseS1_0.wav,0,noiseS1,0,0.0
639,../set_a_cut/normal__201106111136_noiseS1_1.wav,1,noiseS1,21943,497.5736961451247
640,../set_a_cut/normal__201106111136_noiseS2_1.wav,1,noiseS2,35739,810.4081632653061
641,../set_a_cut/normal__201106111136_noiseS1_2.wav,2,noiseS1,58506,1326.6666666666667
642,../set_a_cut/normal__201106111136_noiseS2_2.wav,2,noiseS2,69453,1574.8979591836735
643,../set_a_cut/normal__201106111136_noiseS1_3.wav,3,noiseS1,89846,2037.3242630385487
644,../set_a_cut/normal__201106111136_noiseS2_3.wav,3,noiseS2,103642,2350.15873015873
645,../set_a_cut/normal__201106111136_noiseS1_4.wav,4,noiseS1,124510,2823.356009070295
646,../set_a_cut/normal__201106111136_noiseS2_4.wav,4,noiseS2,138780,3146.938775510204
647,../set_a_cut/normal__201106111136_noiseS1_5.wav,5,noiseS1,161073,3652.4489795918366
648,../set_a_cut/normal__201106111136_noiseS2_5.wav,5,noiseS2,171544,3889.8866213151928
649,../set_a_cut/normal__201106111136_noiseS1_6.wav,6,noiseS1,191938,4352.335600907029
650,../set_a_cut/normal__201106111136_noiseS2_6.wav,6,noiseS2,204309,4632.857142857143
651,../set_a_cut/normal__201106141148_noiseS1_0.wav,0,noiseS1,0,0.0
652,../set_a_cut/normal__201106141148_noiseS1_1.wav,1,noiseS1,23449,531.7233560090702
653,../set_a_cut/normal__201106141148_noiseS2_1.wav,1,noiseS2,33849,767.5510204081633
654,../set_a_cut/normal__201106141148_noiseS1_2.wav,2,noiseS1,49849,1130.3628117913831
655,../set_a_cut/normal__201106141148_noiseS2_2.wav,2,noiseS2,60799,1378.6621315192745
656,../set_a_cut/normal__201106141148_noiseS1_3.wav,3,noiseS1,75698,1716.5079365079366
657,../set_a_cut/normal__201106141148_noiseS2_3.wav,3,noiseS2,87198,1977.2789115646258
658,../set_a_cut/normal__201106141148_noiseS1_4.wav,4,noiseS1,102648,2327.6190476190477
659,../set_a_cut/normal__201106141148_noiseS2_4.wav,4,noiseS2,114697,2600.8390022675735
660,../set_a_cut/normal__201106141148_noiseS1_5.wav,5,noiseS1,130147,2951.1791383219957
661,../set_a_cut/normal__201106141148_noiseS2_5.wav,5,noiseS2,140547,3187.0068027210887
662,../set_a_cut/normal__201106141148_noiseS1_6.wav,6,noiseS1,156546,3549.795918367347
663,../set_a_cut/normal__201106141148_noiseS2_6.wav,6,noiseS2,168046,3810.566893424036
664,../set_a_cut/normal__201106141148_noiseS1_7.wav,7,noiseS1,183496,4160.907029478458
665,../set_a_cut/normal__201106141148_noiseS2_7.wav,7,noiseS2,193895,4396.71201814059
666,../set_a_cut/normal__201106141148_noiseS1_8.wav,8,noiseS1,210995,4784.467120181406
667,../set_a_cut/normal__201106141148_noiseS2_8.wav,8,noiseS2,220845,5007.8231292517
668,../set_a_cut/normal__201106210943_noiseS1_0.wav,0,noiseS1,0,0.0
669,../set_a_cut/normal__201106210943_noiseS1_1.wav,1,noiseS1,7036,159.54648526077096
670,../set_a_cut/normal__201106210943_noiseS2_1.wav,1,noiseS2,20966,475.41950113378687
671,../set_a_cut/normal__201106210943_noiseS1_2.wav,2,noiseS1,42290,958.9569160997733
672,../set_a_cut/normal__201106210943_noiseS2_2.wav,2,noiseS2,57339,1300.204081632653
673,../set_a_cut/normal__201106210943_noiseS1_3.wav,3,noiseS1,75305,1707.5963718820863
674,../set_a_cut/normal__201106210943_noiseS2_3.wav,3,noiseS2,89235,2023.469387755102
675,../set_a_cut/normal__201106210943_noiseS1_4.wav,4,noiseS1,108320,2456.235827664399
676,../set_a_cut/normal__201106210943_noiseS2_4.wav,4,noiseS2,122810,2784.8072562358275
677,../set_a_cut/normal__201106210943_noiseS1_5.wav,5,noiseS1,143574,3255.6462585034014
678,../set_a_cut/normal__201106210943_noiseS2_5.wav,5,noiseS2,157504,3571.5192743764173
679,../set_a_cut/normal__201106210943_noiseS1_6.wav,6,noiseS1,174351,3953.5374149659865
680,../set_a_cut/normal__201106210943_noiseS2_6.wav,6,noiseS2,188841,4282.108843537415
681,../set_a_cut/normal__201106210943_noiseS1_7.wav,7,noiseS1,209045,4740.249433106576
682,../set_a_cut/normal__201106210943_noiseS2_7.wav,7,noiseS2,222975,5056.122448979592
683,../set_a_cut/normal__201106221418_noiseS1_0.wav,0,noiseS1,0,0.0
684,../set_a_cut/normal__201106221418_noiseS1_1.wav,1,noiseS1,28126,637.7777777777778
685,../set_a_cut/normal__201106221418_noiseS2_1.wav,1,noiseS2,42694,968.1179138321995
686,../set_a_cut/normal__201106221418_noiseS1_2.wav,2,noiseS1,62291,1412.4943310657595
687,../set_a_cut/normal__201106221418_noiseS2_2.wav,2,noiseS2,74849,1697.2562358276643
688,../set_a_cut/normal__201106221418_noiseS1_3.wav,3,noiseS1,95116,2156.8253968253966
689,../set_a_cut/normal__201106221418_noiseS2_3.wav,3,noiseS2,108344,2456.7800453514737
690,../set_a_cut/normal__201106221418_noiseS1_4.wav,4,noiseS1,125261,2840.3854875283446
691,../set_a_cut/normal__201106221418_noiseS2_4.wav,4,noiseS2,141169,3201.1111111111113
692,../set_a_cut/normal__201106221418_noiseS1_5.wav,5,noiseS1,157416,3569.5238095238096
693,../set_a_cut/normal__201106221418_noiseS2_5.wav,5,noiseS2,172654,3915.056689342404
694,../set_a_cut/normal__201106221418_noiseS1_6.wav,6,noiseS1,193591,4389.818594104308
695,../set_a_cut/normal__201106221418_noiseS2_6.wav,6,noiseS2,206819,4689.7732426303855
696,../set_a_cut/normal__201106221418_noiseS1_7.wav,7,noiseS1,226416,5134.149659863946
697,../set_a_cut/normal__201106221418_noiseS2_7.wav,7,noiseS2,240984,5464.489795918367
698,../set_a_cut/normal__201106221418_noiseS1_8.wav,8,noiseS1,264600,6000.0
699,../set_a_cut/normal__201106221418_noiseS2_8.wav,8,noiseS2,277828,6299.954648526077
700,../set_a_cut/normal__201106221450_noiseS1_0.wav,0,noiseS1,0,0.0
701,../set_a_cut/normal__201106221450_noiseS1_1.wav,1,noiseS1,4583,103.92290249433107
702,../set_a_cut/normal__201106221450_noiseS2_1.wav,1,noiseS2,18858,427.6190476190476
703,../set_a_cut/normal__201106221450_noiseS1_2.wav,2,noiseS1,40743,923.8775510204082
704,../set_a_cut/normal__201106221450_noiseS2_2.wav,2,noiseS2,56740,1286.6213151927439
705,../set_a_cut/normal__201106221450_noiseS1_3.wav,3,noiseS1,76903,1743.8321995464853
706,../set_a_cut/normal__201106221450_noiseS2_3.wav,3,noiseS2,92039,2087.0521541950116
707,../set_a_cut/normal__201106221450_noiseS1_4.wav,4,noiseS1,113063,2563.7868480725624
708,../set_a_cut/normal__201106221450_noiseS2_4.wav,4,noiseS2,127338,2887.482993197279
709,../set_a_cut/normal__201106221450_noiseS1_5.wav,5,noiseS1,149223,3383.7414965986395
710,../set_a_cut/normal__201106221450_noiseS2_5.wav,5,noiseS2,163498,3707.437641723356
711,../set_a_cut/normal__201106221450_noiseS1_6.wav,6,noiseS1,186244,4223.219954648526
712,../set_a_cut/normal__201106221450_noiseS2_6.wav,6,noiseS2,201380,4566.4399092970525
713,../set_a_cut/normal__201106221450_noiseS1_7.wav,7,noiseS1,223265,5062.6984126984125
714,../set_a_cut/normal__201106221450_noiseS2_7.wav,7,noiseS2,239262,5425.442176870748
715,../set_a_cut/normal__201106221450_noiseS1_8.wav,8,noiseS1,260286,5902.1768707483
716,../set_a_cut/normal__201106221450_noiseS2_8.wav,8,noiseS2,276284,6264.943310657596
717,../set_a_cut/normal__201106221450_noiseS1_9.wav,9,noiseS1,298168,6761.179138321995
718,../set_a_cut/normal__201106221450_noiseS2_9.wav,9,noiseS2,312444,7084.897959183673
719,../set_a_cut/normal__201106221450_noiseS1_10.wav,10,noiseS1,333467,7561.609977324263
720,../set_a_cut/normal__201106221450_noiseS2_10.wav,10,noiseS2,347743,7885.328798185941
721,../set_a_cut/normal__201106221450_noiseS1_11.wav,11,noiseS1,368767,8362.063492063493
722,../set_a_cut/normal__201106221450_noiseS2_11.wav,11,noiseS2,383042,8685.759637188208
723,../set_a_cut/normal__201108011112_noiseS1_0.wav,0,noiseS1,0,0.0
724,../set_a_cut/normal__201108011112_noiseS1_1.wav,1,noiseS1,27810,630.6122448979592
725,../set_a_cut/normal__201108011112_noiseS2_1.wav,1,noiseS2,43493,986.235827664399
726,../set_a_cut/normal__201108011112_noiseS1_2.wav,2,noiseS1,65008,1474.1043083900227
727,../set_a_cut/normal__201108011112_noiseS2_2.wav,2,noiseS2,79172,1795.283446712018
728,../set_a_cut/normal__201108011112_noiseS1_3.wav,3,noiseS1,100687,2283.151927437642
729,../set_a_cut/normal__201108011112_noiseS2_3.wav,3,noiseS2,115610,2621.541950113379
730,../set_a_cut/normal__201108011112_noiseS1_4.wav,4,noiseS1,137125,3109.4104308390024
731,../set_a_cut/normal__201108011112_noiseS2_4.wav,4,noiseS2,152048,3447.8004535147393
732,../set_a_cut/normal__201108011112_noiseS1_5.wav,5,noiseS1,172804,3918.458049886621
733,../set_a_cut/normal__201108011112_noiseS2_5.wav,5,noiseS2,187727,4256.8480725623585
734,../set_a_cut/normal__201108011112_noiseS1_6.wav,6,noiseS1,209242,4744.716553287982
735,../set_a_cut/normal__201108011112_noiseS2_6.wav,6,noiseS2,224165,5083.106575963719
736,../set_a_cut/normal__201108011112_noiseS1_7.wav,7,noiseS1,246439,5588.185941043084
737,../set_a_cut/normal__201108011112_noiseS2_7.wav,7,noiseS2,260604,5909.3877551020405
738,../set_a_cut/normal__201108011112_noiseS1_8.wav,8,noiseS1,281359,6380.022675736962
739,../set_a_cut/normal__201108011112_noiseS2_8.wav,8,noiseS2,296283,6718.43537414966
740,../set_a_cut/normal__201108011112_noiseS1_9.wav,9,noiseS1,317797,7206.281179138322
741,../set_a_cut/normal__201108011112_noiseS2_9.wav,9,noiseS2,332721,7544.693877551021
742,../set_a_cut/normal__201108011114_noiseS1_0.wav,0,noiseS1,0,0.0
743,../set_a_cut/normal__201108011114_noiseS1_1.wav,1,noiseS1,24774,561.7687074829932
744,../set_a_cut/normal__201108011114_noiseS2_1.wav,1,noiseS2,39697,900.1587301587301
745,../set_a_cut/normal__201108011114_noiseS1_2.wav,2,noiseS1,69562,1577.3696145124716
746,../set_a_cut/normal__201108011114_noiseS2_2.wav,2,noiseS2,84486,1915.7823129251701
747,../set_a_cut/normal__201108011114_noiseS1_3.wav,3,noiseS1,114351,2592.9931972789113
748,../set_a_cut/normal__201108011114_noiseS2_3.wav,3,noiseS2,130034,2948.6167800453513
749,../set_a_cut/normal__201108011114_noiseS1_4.wav,4,noiseS1,159899,3625.827664399093
750,../set_a_cut/normal__201108011114_noiseS2_4.wav,4,noiseS2,174822,3964.21768707483
751,../set_a_cut/normal__201108011114_noiseS1_5.wav,5,noiseS1,204687,4641.428571428572
752,../set_a_cut/normal__201108011114_noiseS2_5.wav,5,noiseS2,220370,4997.052154195011
753,../set_a_cut/normal__201108011114_noiseS1_6.wav,6,noiseS1,249476,5657.052154195011
754,../set_a_cut/normal__201108011114_noiseS2_6.wav,6,noiseS2,265917,6029.863945578231
755,../set_a_cut/normal__201108011114_noiseS1_7.wav,7,noiseS1,294264,6672.65306122449
756,../set_a_cut/normal__201108011114_noiseS2_7.wav,7,noiseS2,310706,7045.487528344671
757,../set_a_cut/normal__201108011115_noiseS1_0.wav,0,noiseS1,0,0.0
758,../set_a_cut/normal__201108011115_noiseS1_1.wav,1,noiseS1,25533,578.9795918367347
759,../set_a_cut/normal__201108011115_noiseS2_1.wav,1,noiseS2,39697,900.1587301587301
760,../set_a_cut/normal__201108011115_noiseS1_2.wav,2,noiseS1,61212,1388.0272108843537
761,../set_a_cut/normal__201108011115_noiseS2_2.wav,2,noiseS2,76135,1726.4172335600906
762,../set_a_cut/normal__201108011115_noiseS1_3.wav,3,noiseS1,97650,2214.285714285714
763,../set_a_cut/normal__201108011115_noiseS2_3.wav,3,noiseS2,112574,2552.6984126984125
764,../set_a_cut/normal__201108011115_noiseS1_4.wav,4,noiseS1,134088,3040.5442176870747
765,../set_a_cut/normal__201108011115_noiseS2_4.wav,4,noiseS2,149012,3378.956916099773
766,../set_a_cut/normal__201108011115_noiseS1_5.wav,5,noiseS1,170526,3866.802721088435
767,../set_a_cut/normal__201108011115_noiseS2_5.wav,5,noiseS2,184691,4188.004535147393
768,../set_a_cut/normal__201108011115_noiseS1_6.wav,6,noiseS1,206205,4675.850340136054
769,../set_a_cut/normal__201108011115_noiseS2_6.wav,6,noiseS2,220370,4997.052154195011
770,../set_a_cut/normal__201108011115_noiseS1_7.wav,7,noiseS1,241884,5484.897959183673
771,../set_a_cut/normal__201108011115_noiseS2_7.wav,7,noiseS2,256808,5823.310657596372
772,../set_a_cut/normal__201108011115_noiseS1_8.wav,8,noiseS1,278323,6311.179138321995
773,../set_a_cut/normal__201108011115_noiseS2_8.wav,8,noiseS2,293246,6649.569160997732
774,../set_a_cut/normal__201108011115_noiseS1_9.wav,9,noiseS1,314761,7137.437641723356
775,../set_a_cut/normal__201108011115_noiseS2_9.wav,9,noiseS2,328925,7458.616780045351
776,../set_a_cut/normal__201108011118_noiseS1_0.wav,0,noiseS1,0,0.0
777,../set_a_cut/normal__201108011118_noiseS1_1.wav,1,noiseS1,9591,217.48299319727892
778,../set_a_cut/normal__201108011118_noiseS2_1.wav,1,noiseS2,22996,521.4512471655329
779,../set_a_cut/normal__201108011118_noiseS1_2.wav,2,noiseS1,39197,888.8208616780046
780,../set_a_cut/normal__201108011118_noiseS2_2.wav,2,noiseS2,53362,1210.0226757369614
781,../set_a_cut/normal__201108011118_noiseS1_3.wav,3,noiseS1,68803,1560.1587301587301
782,../set_a_cut/normal__201108011118_noiseS2_3.wav,3,noiseS2,81449,1846.9160997732426
783,../set_a_cut/normal__201108011118_noiseS1_4.wav,4,noiseS1,97650,2214.285714285714
784,../set_a_cut/normal__201108011118_noiseS2_4.wav,4,noiseS2,110296,2501.043083900227
785,../set_a_cut/normal__201108011118_noiseS1_5.wav,5,noiseS1,126497,2868.4126984126983
786,../set_a_cut/normal__201108011118_noiseS2_5.wav,5,noiseS2,140661,3189.591836734694
787,../set_a_cut/normal__201108011118_noiseS1_6.wav,6,noiseS1,156862,3556.9614512471653
788,../set_a_cut/normal__201108011118_noiseS2_6.wav,6,noiseS2,169508,3843.718820861678
789,../set_a_cut/normal__201108011118_noiseS1_7.wav,7,noiseS1,185709,4211.088435374149
790,../set_a_cut/normal__201108011118_noiseS2_7.wav,7,noiseS2,199114,4515.056689342404
791,../set_a_cut/normal__201108011118_noiseS1_8.wav,8,noiseS1,215315,4882.426303854875
792,../set_a_cut/normal__201108011118_noiseS2_8.wav,8,noiseS2,228720,5186.39455782313
793,../set_a_cut/normal__201108011118_noiseS1_9.wav,9,noiseS1,243403,5519.342403628118
794,../set_a_cut/normal__201108011118_noiseS2_9.wav,9,noiseS2,258326,5857.7324263038545
795,../set_a_cut/normal__201108011118_noiseS1_10.wav,10,noiseS1,274527,6225.102040816327
796,../set_a_cut/normal__201108011118_noiseS2_10.wav,10,noiseS2,287173,6511.859410430839
797,../set_a_cut/normal__201108011118_noiseS1_11.wav,11,noiseS1,302863,6867.641723356009
798,../set_a_cut/normal__201108011118_noiseS2_11.wav,11,noiseS2,316779,7183.197278911564
799,../set_a_cut/normal__201108011118_noiseS1_12.wav,12,noiseS1,332980,7550.566893424037
800,../set_a_cut/normal__201108011118_noiseS2_12.wav,12,noiseS2,345626,7837.324263038548
